type_id, subtype_id, start_time, end_time, duration, interest_rate 
2, 6, '2011-6-01 00:00:00', , 36, 2.079
2, 5, '2011-6-01 00:00:00', , 24, 1.959
2, 4, '2011-6-01 00:00:00', , 12, 1.899
2, 3, '2011-6-01 00:00:00', , 9, 1.852
2, 2, '2011-6-01 00:00:00', , 6, 1.851
2, 1, '2011-6-01 00:00:00', , 3, 1.850
3, 9, '2011-6-01 00:00:00', , 1, 0.706
3, 8, '2011-6-01 00:00:00', , 1, 0.539
3, 7, '2011-6-01 00:00:00', , 1, 0.373
1, 10, '2011-6-01 00:00:00', , 1, 1.849
2, 6, '2011-6-01 00:00:00', , 36, 2.079
2, 5, '2011-6-01 00:00:00', , 24, 1.959
2, 4, '2011-6-01 00:00:00', , 12, 1.899
2, 3, '2011-6-01 00:00:00', , 9, 1.852
2, 2, '2011-6-01 00:00:00', , 6, 1.851
2, 1, '2011-6-01 00:00:00', , 3, 1.850
3, 9, '2011-6-01 00:00:00', , 1, 0.706
3, 8, '2011-6-01 00:00:00', , 1, 0.539
3, 7, '2011-6-01 00:00:00', , 1, 0.373
1, 10, '2011-7-01 00:00:00', , 1, 1.861
2, 6, '2011-7-01 00:00:00', , 36, 2.091
2, 5, '2011-7-01 00:00:00', , 24, 1.971
2, 4, '2011-7-01 00:00:00', , 12, 1.911
2, 3, '2011-7-01 00:00:00', , 9, 1.864
2, 2, '2011-7-01 00:00:00', , 6, 1.863
2, 1, '2011-7-01 00:00:00', , 3, 1.862
3, 9, '2011-7-01 00:00:00', , 1, 1.202
3, 8, '2011-7-01 00:00:00', , 1, 0.809
3, 7, '2011-7-01 00:00:00', , 1, 0.416
1, 10, '2011-7-01 00:00:00', , 1, 1.861
2, 6, '2011-7-01 00:00:00', , 36, 2.091
2, 5, '2011-7-01 00:00:00', , 24, 1.971
2, 4, '2011-7-01 00:00:00', , 12, 1.911
2, 3, '2011-7-01 00:00:00', , 9, 1.864
2, 2, '2011-7-01 00:00:00', , 6, 1.863
2, 1, '2011-7-01 00:00:00', , 3, 1.862
3, 9, '2011-7-01 00:00:00', , 1, 1.202
3, 8, '2011-7-01 00:00:00', , 1, 0.809
3, 7, '2011-7-01 00:00:00', , 1, 0.416
1, 10, '2011-7-01 00:00:00', , 1, 1.861
2, 6, '2011-7-01 00:00:00', , 36, 2.091
2, 5, '2011-7-01 00:00:00', , 24, 1.971
2, 4, '2011-7-01 00:00:00', , 12, 1.911
2, 3, '2011-7-01 00:00:00', , 9, 1.864
2, 2, '2011-7-01 00:00:00', , 6, 1.863
2, 1, '2011-7-01 00:00:00', , 3, 1.862
3, 9, '2011-7-01 00:00:00', , 1, 1.202
3, 8, '2011-7-01 00:00:00', , 1, 0.809
3, 7, '2011-7-01 00:00:00', , 1, 0.416
1, 10, '2011-8-01 00:00:00', , 1, 1.857
2, 6, '2011-8-01 00:00:00', , 36, 2.087
2, 5, '2011-8-01 00:00:00', , 24, 1.967
2, 4, '2011-8-01 00:00:00', , 12, 1.907
2, 3, '2011-8-01 00:00:00', , 9, 1.860
2, 2, '2011-8-01 00:00:00', , 6, 1.859
2, 1, '2011-8-01 00:00:00', , 3, 1.858
3, 9, '2011-8-01 00:00:00', , 1, 0.000
3, 8, '2011-8-01 00:00:00', , 1, 0.295
3, 7, '2011-8-01 00:00:00', , 1, 0.591
1, 10, '2011-8-01 00:00:00', , 1, 1.857
2, 6, '2011-8-01 00:00:00', , 36, 2.087
2, 5, '2011-8-01 00:00:00', , 24, 1.967
2, 4, '2011-8-01 00:00:00', , 12, 1.907
2, 3, '2011-8-01 00:00:00', , 9, 1.860
2, 2, '2011-8-01 00:00:00', , 6, 1.859
2, 1, '2011-8-01 00:00:00', , 3, 1.858
3, 9, '2011-8-01 00:00:00', , 1, 0.000
3, 8, '2011-8-01 00:00:00', , 1, 0.295
3, 7, '2011-8-01 00:00:00', , 1, 0.591
1, 10, '2011-8-01 00:00:00', , 1, 1.857
2, 6, '2011-8-01 00:00:00', , 36, 2.087
2, 5, '2011-8-01 00:00:00', , 24, 1.967
2, 4, '2011-8-01 00:00:00', , 12, 1.907
2, 3, '2011-8-01 00:00:00', , 9, 1.860
2, 2, '2011-8-01 00:00:00', , 6, 1.859
2, 1, '2011-8-01 00:00:00', , 3, 1.858
3, 9, '2011-8-01 00:00:00', , 1, 0.000
3, 8, '2011-8-01 00:00:00', , 1, 0.295
3, 7, '2011-8-01 00:00:00', , 1, 0.591
1, 10, '2011-9-01 00:00:00', , 1, 1.862
2, 6, '2011-9-01 00:00:00', , 36, 2.092
2, 5, '2011-9-01 00:00:00', , 24, 1.972
2, 4, '2011-9-01 00:00:00', , 12, 1.912
2, 3, '2011-9-01 00:00:00', , 9, 1.865
2, 2, '2011-9-01 00:00:00', , 6, 1.864
2, 1, '2011-9-01 00:00:00', , 3, 1.863
3, 9, '2011-9-01 00:00:00', , 1, 0.857
3, 8, '2011-9-01 00:00:00', , 1, 0.615
3, 7, '2011-9-01 00:00:00', , 1, 0.374
1, 10, '2011-9-01 00:00:00', , 1, 1.862
2, 6, '2011-9-01 00:00:00', , 36, 2.092
2, 5, '2011-9-01 00:00:00', , 24, 1.972
2, 4, '2011-9-01 00:00:00', , 12, 1.912
2, 3, '2011-9-01 00:00:00', , 9, 1.865
2, 2, '2011-9-01 00:00:00', , 6, 1.864
2, 1, '2011-9-01 00:00:00', , 3, 1.863
3, 9, '2011-9-01 00:00:00', , 1, 0.857
3, 8, '2011-9-01 00:00:00', , 1, 0.615
3, 7, '2011-9-01 00:00:00', , 1, 0.374
1, 10, '2011-9-01 00:00:00', , 1, 1.862
2, 6, '2011-9-01 00:00:00', , 36, 2.092
2, 5, '2011-9-01 00:00:00', , 24, 1.972
2, 4, '2011-9-01 00:00:00', , 12, 1.912
2, 3, '2011-9-01 00:00:00', , 9, 1.865
2, 2, '2011-9-01 00:00:00', , 6, 1.864
2, 1, '2011-9-01 00:00:00', , 3, 1.863
3, 9, '2011-9-01 00:00:00', , 1, 0.857
3, 8, '2011-9-01 00:00:00', , 1, 0.615
3, 7, '2011-9-01 00:00:00', , 1, 0.374
1, 10, '2011-10-01 00:00:00', , 1, 1.854
2, 6, '2011-10-01 00:00:00', , 36, 2.084
2, 5, '2011-10-01 00:00:00', , 24, 1.964
2, 4, '2011-10-01 00:00:00', , 12, 1.904
2, 3, '2011-10-01 00:00:00', , 9, 1.857
2, 2, '2011-10-01 00:00:00', , 6, 1.856
2, 1, '2011-10-01 00:00:00', , 3, 1.855
3, 9, '2011-10-01 00:00:00', , 1, 2.116
3, 8, '2011-10-01 00:00:00', , 1, 1.103
3, 7, '2011-10-01 00:00:00', , 1, 0.089
1, 10, '2011-10-01 00:00:00', , 1, 1.854
2, 6, '2011-10-01 00:00:00', , 36, 2.084
2, 5, '2011-10-01 00:00:00', , 24, 1.964
2, 4, '2011-10-01 00:00:00', , 12, 1.904
2, 3, '2011-10-01 00:00:00', , 9, 1.857
2, 2, '2011-10-01 00:00:00', , 6, 1.856
2, 1, '2011-10-01 00:00:00', , 3, 1.855
3, 9, '2011-10-01 00:00:00', , 1, 2.116
3, 8, '2011-10-01 00:00:00', , 1, 1.103
3, 7, '2011-10-01 00:00:00', , 1, 0.089
1, 10, '2011-10-01 00:00:00', , 1, 1.854
2, 6, '2011-10-01 00:00:00', , 36, 2.084
2, 5, '2011-10-01 00:00:00', , 24, 1.964
2, 4, '2011-10-01 00:00:00', , 12, 1.904
2, 3, '2011-10-01 00:00:00', , 9, 1.857
2, 2, '2011-10-01 00:00:00', , 6, 1.856
2, 1, '2011-10-01 00:00:00', , 3, 1.855
3, 9, '2011-10-01 00:00:00', , 1, 2.116
3, 8, '2011-10-01 00:00:00', , 1, 1.103
3, 7, '2011-10-01 00:00:00', , 1, 0.089
1, 10, '2011-11-01 00:00:00', , 1, 1.861
2, 6, '2011-11-01 00:00:00', , 36, 2.091
2, 5, '2011-11-01 00:00:00', , 24, 1.971
2, 4, '2011-11-01 00:00:00', , 12, 1.911
2, 3, '2011-11-01 00:00:00', , 9, 1.864
2, 2, '2011-11-01 00:00:00', , 6, 1.863
2, 1, '2011-11-01 00:00:00', , 3, 1.862
3, 9, '2011-11-01 00:00:00', , 1, 0.515
3, 8, '2011-11-01 00:00:00', , 1, 0.520
3, 7, '2011-11-01 00:00:00', , 1, 0.525
1, 10, '2011-11-01 00:00:00', , 1, 1.861
2, 6, '2011-11-01 00:00:00', , 36, 2.091
2, 5, '2011-11-01 00:00:00', , 24, 1.971
2, 4, '2011-11-01 00:00:00', , 12, 1.911
2, 3, '2011-11-01 00:00:00', , 9, 1.864
2, 2, '2011-11-01 00:00:00', , 6, 1.863
2, 1, '2011-11-01 00:00:00', , 3, 1.862
3, 9, '2011-11-01 00:00:00', , 1, 0.515
3, 8, '2011-11-01 00:00:00', , 1, 0.520
3, 7, '2011-11-01 00:00:00', , 1, 0.525
1, 10, '2011-11-01 00:00:00', , 1, 1.861
2, 6, '2011-11-01 00:00:00', , 36, 2.091
2, 5, '2011-11-01 00:00:00', , 24, 1.971
2, 4, '2011-11-01 00:00:00', , 12, 1.911
2, 3, '2011-11-01 00:00:00', , 9, 1.864
2, 2, '2011-11-01 00:00:00', , 6, 1.863
2, 1, '2011-11-01 00:00:00', , 3, 1.862
3, 9, '2011-11-01 00:00:00', , 1, 0.515
3, 8, '2011-11-01 00:00:00', , 1, 0.520
3, 7, '2011-11-01 00:00:00', , 1, 0.525
1, 10, '2011-12-01 00:00:00', , 1, 1.850
2, 6, '2011-12-01 00:00:00', , 36, 2.080
2, 5, '2011-12-01 00:00:00', , 24, 1.960
2, 4, '2011-12-01 00:00:00', , 12, 1.900
2, 3, '2011-12-01 00:00:00', , 9, 1.853
2, 2, '2011-12-01 00:00:00', , 6, 1.852
2, 1, '2011-12-01 00:00:00', , 3, 1.851
3, 9, '2011-12-01 00:00:00', , 1, 0.435
3, 8, '2011-12-01 00:00:00', , 1, 0.392
3, 7, '2011-12-01 00:00:00', , 1, 0.349
1, 10, '2011-12-01 00:00:00', , 1, 1.850
2, 6, '2011-12-01 00:00:00', , 36, 2.080
2, 5, '2011-12-01 00:00:00', , 24, 1.960
2, 4, '2011-12-01 00:00:00', , 12, 1.900
2, 3, '2011-12-01 00:00:00', , 9, 1.853
2, 2, '2011-12-01 00:00:00', , 6, 1.852
2, 1, '2011-12-01 00:00:00', , 3, 1.851
3, 9, '2011-12-01 00:00:00', , 1, 0.435
3, 8, '2011-12-01 00:00:00', , 1, 0.392
3, 7, '2011-12-01 00:00:00', , 1, 0.349
1, 10, '2011-12-01 00:00:00', , 1, 1.850
2, 6, '2011-12-01 00:00:00', , 36, 2.080
2, 5, '2011-12-01 00:00:00', , 24, 1.960
2, 4, '2011-12-01 00:00:00', , 12, 1.900
2, 3, '2011-12-01 00:00:00', , 9, 1.853
2, 2, '2011-12-01 00:00:00', , 6, 1.852
2, 1, '2011-12-01 00:00:00', , 3, 1.851
3, 9, '2011-12-01 00:00:00', , 1, 0.435
3, 8, '2011-12-01 00:00:00', , 1, 0.392
3, 7, '2011-12-01 00:00:00', , 1, 0.349
1, 10, '2012-1-01 00:00:00', , 1, 1.859
2, 6, '2012-1-01 00:00:00', , 36, 2.089
2, 5, '2012-1-01 00:00:00', , 24, 1.969
2, 4, '2012-1-01 00:00:00', , 12, 1.909
2, 3, '2012-1-01 00:00:00', , 9, 1.862
2, 2, '2012-1-01 00:00:00', , 6, 1.861
2, 1, '2012-1-01 00:00:00', , 3, 1.860
3, 9, '2012-1-01 00:00:00', , 1, 0.461
3, 8, '2012-1-01 00:00:00', , 1, 0.305
3, 7, '2012-1-01 00:00:00', , 1, 0.149
1, 10, '2012-1-01 00:00:00', , 1, 1.859
2, 6, '2012-1-01 00:00:00', , 36, 2.089
2, 5, '2012-1-01 00:00:00', , 24, 1.969
2, 4, '2012-1-01 00:00:00', , 12, 1.909
2, 3, '2012-1-01 00:00:00', , 9, 1.862
2, 2, '2012-1-01 00:00:00', , 6, 1.861
2, 1, '2012-1-01 00:00:00', , 3, 1.860
3, 9, '2012-1-01 00:00:00', , 1, 0.461
3, 8, '2012-1-01 00:00:00', , 1, 0.305
3, 7, '2012-1-01 00:00:00', , 1, 0.149
1, 10, '2012-1-01 00:00:00', , 1, 1.859
2, 6, '2012-1-01 00:00:00', , 36, 2.089
2, 5, '2012-1-01 00:00:00', , 24, 1.969
2, 4, '2012-1-01 00:00:00', , 12, 1.909
2, 3, '2012-1-01 00:00:00', , 9, 1.862
2, 2, '2012-1-01 00:00:00', , 6, 1.861
2, 1, '2012-1-01 00:00:00', , 3, 1.860
3, 9, '2012-1-01 00:00:00', , 1, 0.461
3, 8, '2012-1-01 00:00:00', , 1, 0.305
3, 7, '2012-1-01 00:00:00', , 1, 0.149
1, 10, '2012-2-01 00:00:00', , 1, 1.860
2, 6, '2012-2-01 00:00:00', , 36, 2.090
2, 5, '2012-2-01 00:00:00', , 24, 1.970
2, 4, '2012-2-01 00:00:00', , 12, 1.910
2, 3, '2012-2-01 00:00:00', , 9, 1.863
2, 2, '2012-2-01 00:00:00', , 6, 1.862
2, 1, '2012-2-01 00:00:00', , 3, 1.861
3, 9, '2012-2-01 00:00:00', , 1, 0.843
3, 8, '2012-2-01 00:00:00', , 1, 0.574
3, 7, '2012-2-01 00:00:00', , 1, 0.304
1, 10, '2012-2-01 00:00:00', , 1, 1.860
2, 6, '2012-2-01 00:00:00', , 36, 2.090
2, 5, '2012-2-01 00:00:00', , 24, 1.970
2, 4, '2012-2-01 00:00:00', , 12, 1.910
2, 3, '2012-2-01 00:00:00', , 9, 1.863
2, 2, '2012-2-01 00:00:00', , 6, 1.862
2, 1, '2012-2-01 00:00:00', , 3, 1.861
3, 9, '2012-2-01 00:00:00', , 1, 0.843
3, 8, '2012-2-01 00:00:00', , 1, 0.574
3, 7, '2012-2-01 00:00:00', , 1, 0.304
1, 10, '2012-2-01 00:00:00', , 1, 1.860
2, 6, '2012-2-01 00:00:00', , 36, 2.090
2, 5, '2012-2-01 00:00:00', , 24, 1.970
2, 4, '2012-2-01 00:00:00', , 12, 1.910
2, 3, '2012-2-01 00:00:00', , 9, 1.863
2, 2, '2012-2-01 00:00:00', , 6, 1.862
2, 1, '2012-2-01 00:00:00', , 3, 1.861
3, 9, '2012-2-01 00:00:00', , 1, 0.843
3, 8, '2012-2-01 00:00:00', , 1, 0.574
3, 7, '2012-2-01 00:00:00', , 1, 0.304
1, 10, '2012-3-01 00:00:00', , 1, 1.861
2, 6, '2012-3-01 00:00:00', , 36, 2.091
2, 5, '2012-3-01 00:00:00', , 24, 1.971
2, 4, '2012-3-01 00:00:00', , 12, 1.911
2, 3, '2012-3-01 00:00:00', , 9, 1.864
2, 2, '2012-3-01 00:00:00', , 6, 1.863
2, 1, '2012-3-01 00:00:00', , 3, 1.862
3, 9, '2012-3-01 00:00:00', , 1, 0.127
3, 8, '2012-3-01 00:00:00', , 1, 0.149
3, 7, '2012-3-01 00:00:00', , 1, 0.170
1, 10, '2012-3-01 00:00:00', , 1, 1.861
2, 6, '2012-3-01 00:00:00', , 36, 2.091
2, 5, '2012-3-01 00:00:00', , 24, 1.971
2, 4, '2012-3-01 00:00:00', , 12, 1.911
2, 3, '2012-3-01 00:00:00', , 9, 1.864
2, 2, '2012-3-01 00:00:00', , 6, 1.863
2, 1, '2012-3-01 00:00:00', , 3, 1.862
3, 9, '2012-3-01 00:00:00', , 1, 0.127
3, 8, '2012-3-01 00:00:00', , 1, 0.149
3, 7, '2012-3-01 00:00:00', , 1, 0.170
1, 10, '2012-3-01 00:00:00', , 1, 1.861
2, 6, '2012-3-01 00:00:00', , 36, 2.091
2, 5, '2012-3-01 00:00:00', , 24, 1.971
2, 4, '2012-3-01 00:00:00', , 12, 1.911
2, 3, '2012-3-01 00:00:00', , 9, 1.864
2, 2, '2012-3-01 00:00:00', , 6, 1.863
2, 1, '2012-3-01 00:00:00', , 3, 1.862
3, 9, '2012-3-01 00:00:00', , 1, 0.127
3, 8, '2012-3-01 00:00:00', , 1, 0.149
3, 7, '2012-3-01 00:00:00', , 1, 0.170
1, 10, '2012-4-01 00:00:00', , 1, 1.883
2, 6, '2012-4-01 00:00:00', , 36, 2.113
2, 5, '2012-4-01 00:00:00', , 24, 1.993
2, 4, '2012-4-01 00:00:00', , 12, 1.933
2, 3, '2012-4-01 00:00:00', , 9, 1.886
2, 2, '2012-4-01 00:00:00', , 6, 1.885
2, 1, '2012-4-01 00:00:00', , 3, 1.884
3, 9, '2012-4-01 00:00:00', , 1, 1.408
3, 8, '2012-4-01 00:00:00', , 1, 1.044
3, 7, '2012-4-01 00:00:00', , 1, 0.681
1, 10, '2012-4-01 00:00:00', , 1, 1.883
2, 6, '2012-4-01 00:00:00', , 36, 2.113
2, 5, '2012-4-01 00:00:00', , 24, 1.993
2, 4, '2012-4-01 00:00:00', , 12, 1.933
2, 3, '2012-4-01 00:00:00', , 9, 1.886
2, 2, '2012-4-01 00:00:00', , 6, 1.885
2, 1, '2012-4-01 00:00:00', , 3, 1.884
3, 9, '2012-4-01 00:00:00', , 1, 1.408
3, 8, '2012-4-01 00:00:00', , 1, 1.044
3, 7, '2012-4-01 00:00:00', , 1, 0.681
1, 10, '2012-4-01 00:00:00', , 1, 1.883
2, 6, '2012-4-01 00:00:00', , 36, 2.113
2, 5, '2012-4-01 00:00:00', , 24, 1.993
2, 4, '2012-4-01 00:00:00', , 12, 1.933
2, 3, '2012-4-01 00:00:00', , 9, 1.886
2, 2, '2012-4-01 00:00:00', , 6, 1.885
2, 1, '2012-4-01 00:00:00', , 3, 1.884
3, 9, '2012-4-01 00:00:00', , 1, 1.408
3, 8, '2012-4-01 00:00:00', , 1, 1.044
3, 7, '2012-4-01 00:00:00', , 1, 0.681
1, 10, '2012-5-01 00:00:00', , 1, 1.893
2, 6, '2012-5-01 00:00:00', , 36, 2.123
2, 5, '2012-5-01 00:00:00', , 24, 2.003
2, 4, '2012-5-01 00:00:00', , 12, 1.943
2, 3, '2012-5-01 00:00:00', , 9, 1.896
2, 2, '2012-5-01 00:00:00', , 6, 1.895
2, 1, '2012-5-01 00:00:00', , 3, 1.894
3, 9, '2012-5-01 00:00:00', , 1, 1.042
3, 8, '2012-5-01 00:00:00', , 1, 0.659
3, 7, '2012-5-01 00:00:00', , 1, 0.276
1, 10, '2012-5-01 00:00:00', , 1, 1.893
2, 6, '2012-5-01 00:00:00', , 36, 2.123
2, 5, '2012-5-01 00:00:00', , 24, 2.003
2, 4, '2012-5-01 00:00:00', , 12, 1.943
2, 3, '2012-5-01 00:00:00', , 9, 1.896
2, 2, '2012-5-01 00:00:00', , 6, 1.895
2, 1, '2012-5-01 00:00:00', , 3, 1.894
3, 9, '2012-5-01 00:00:00', , 1, 1.042
3, 8, '2012-5-01 00:00:00', , 1, 0.659
3, 7, '2012-5-01 00:00:00', , 1, 0.276
1, 10, '2012-5-01 00:00:00', , 1, 1.893
2, 6, '2012-5-01 00:00:00', , 36, 2.123
2, 5, '2012-5-01 00:00:00', , 24, 2.003
2, 4, '2012-5-01 00:00:00', , 12, 1.943
2, 3, '2012-5-01 00:00:00', , 9, 1.896
2, 2, '2012-5-01 00:00:00', , 6, 1.895
2, 1, '2012-5-01 00:00:00', , 3, 1.894
3, 9, '2012-5-01 00:00:00', , 1, 1.042
3, 8, '2012-5-01 00:00:00', , 1, 0.659
3, 7, '2012-5-01 00:00:00', , 1, 0.276
1, 10, '2012-6-01 00:00:00', , 1, 1.898
2, 6, '2012-6-01 00:00:00', , 36, 2.128
2, 5, '2012-6-01 00:00:00', , 24, 2.008
2, 4, '2012-6-01 00:00:00', , 12, 1.948
2, 3, '2012-6-01 00:00:00', , 9, 1.901
2, 2, '2012-6-01 00:00:00', , 6, 1.900
2, 1, '2012-6-01 00:00:00', , 3, 1.899
3, 9, '2012-6-01 00:00:00', , 1, 1.270
3, 8, '2012-6-01 00:00:00', , 1, 0.635
3, 7, '2012-6-01 00:00:00', , 1, -0.000
1, 10, '2012-6-01 00:00:00', , 1, 1.898
2, 6, '2012-6-01 00:00:00', , 36, 2.128
2, 5, '2012-6-01 00:00:00', , 24, 2.008
2, 4, '2012-6-01 00:00:00', , 12, 1.948
2, 3, '2012-6-01 00:00:00', , 9, 1.901
2, 2, '2012-6-01 00:00:00', , 6, 1.900
2, 1, '2012-6-01 00:00:00', , 3, 1.899
3, 9, '2012-6-01 00:00:00', , 1, 1.270
3, 8, '2012-6-01 00:00:00', , 1, 0.635
3, 7, '2012-6-01 00:00:00', , 1, -0.000
1, 10, '2012-6-01 00:00:00', , 1, 1.898
2, 6, '2012-6-01 00:00:00', , 36, 2.128
2, 5, '2012-6-01 00:00:00', , 24, 2.008
2, 4, '2012-6-01 00:00:00', , 12, 1.948
2, 3, '2012-6-01 00:00:00', , 9, 1.901
2, 2, '2012-6-01 00:00:00', , 6, 1.900
2, 1, '2012-6-01 00:00:00', , 3, 1.899
3, 9, '2012-6-01 00:00:00', , 1, 1.270
3, 8, '2012-6-01 00:00:00', , 1, 0.635
3, 7, '2012-6-01 00:00:00', , 1, -0.000
1, 10, '2012-7-01 00:00:00', , 1, 1.901
2, 6, '2012-7-01 00:00:00', , 36, 2.131
2, 5, '2012-7-01 00:00:00', , 24, 2.011
2, 4, '2012-7-01 00:00:00', , 12, 1.951
2, 3, '2012-7-01 00:00:00', , 9, 1.904
2, 2, '2012-7-01 00:00:00', , 6, 1.903
2, 1, '2012-7-01 00:00:00', , 3, 1.902
3, 9, '2012-7-01 00:00:00', , 1, 0.330
3, 8, '2012-7-01 00:00:00', , 1, 0.357
3, 7, '2012-7-01 00:00:00', , 1, 0.384
1, 10, '2012-7-01 00:00:00', , 1, 1.901
2, 6, '2012-7-01 00:00:00', , 36, 2.131
2, 5, '2012-7-01 00:00:00', , 24, 2.011
2, 4, '2012-7-01 00:00:00', , 12, 1.951
2, 3, '2012-7-01 00:00:00', , 9, 1.904
2, 2, '2012-7-01 00:00:00', , 6, 1.903
2, 1, '2012-7-01 00:00:00', , 3, 1.902
3, 9, '2012-7-01 00:00:00', , 1, 0.330
3, 8, '2012-7-01 00:00:00', , 1, 0.357
3, 7, '2012-7-01 00:00:00', , 1, 0.384
1, 10, '2012-7-01 00:00:00', , 1, 1.901
2, 6, '2012-7-01 00:00:00', , 36, 2.131
2, 5, '2012-7-01 00:00:00', , 24, 2.011
2, 4, '2012-7-01 00:00:00', , 12, 1.951
2, 3, '2012-7-01 00:00:00', , 9, 1.904
2, 2, '2012-7-01 00:00:00', , 6, 1.903
2, 1, '2012-7-01 00:00:00', , 3, 1.902
3, 9, '2012-7-01 00:00:00', , 1, 0.330
3, 8, '2012-7-01 00:00:00', , 1, 0.357
3, 7, '2012-7-01 00:00:00', , 1, 0.384
1, 10, '2012-8-01 00:00:00', , 1, 1.894
2, 6, '2012-8-01 00:00:00', , 36, 2.124
2, 5, '2012-8-01 00:00:00', , 24, 2.004
2, 4, '2012-8-01 00:00:00', , 12, 1.944
2, 3, '2012-8-01 00:00:00', , 9, 1.897
2, 2, '2012-8-01 00:00:00', , 6, 1.896
2, 1, '2012-8-01 00:00:00', , 3, 1.895
3, 9, '2012-8-01 00:00:00', , 1, 1.383
3, 8, '2012-8-01 00:00:00', , 1, 0.789
3, 7, '2012-8-01 00:00:00', , 1, 0.195
1, 10, '2012-8-01 00:00:00', , 1, 1.894
2, 6, '2012-8-01 00:00:00', , 36, 2.124
2, 5, '2012-8-01 00:00:00', , 24, 2.004
2, 4, '2012-8-01 00:00:00', , 12, 1.944
2, 3, '2012-8-01 00:00:00', , 9, 1.897
2, 2, '2012-8-01 00:00:00', , 6, 1.896
2, 1, '2012-8-01 00:00:00', , 3, 1.895
3, 9, '2012-8-01 00:00:00', , 1, 1.383
3, 8, '2012-8-01 00:00:00', , 1, 0.789
3, 7, '2012-8-01 00:00:00', , 1, 0.195
1, 10, '2012-8-01 00:00:00', , 1, 1.894
2, 6, '2012-8-01 00:00:00', , 36, 2.124
2, 5, '2012-8-01 00:00:00', , 24, 2.004
2, 4, '2012-8-01 00:00:00', , 12, 1.944
2, 3, '2012-8-01 00:00:00', , 9, 1.897
2, 2, '2012-8-01 00:00:00', , 6, 1.896
2, 1, '2012-8-01 00:00:00', , 3, 1.895
3, 9, '2012-8-01 00:00:00', , 1, 1.383
3, 8, '2012-8-01 00:00:00', , 1, 0.789
3, 7, '2012-8-01 00:00:00', , 1, 0.195
1, 10, '2012-9-01 00:00:00', , 1, 1.899
2, 6, '2012-9-01 00:00:00', , 36, 2.129
2, 5, '2012-9-01 00:00:00', , 24, 2.009
2, 4, '2012-9-01 00:00:00', , 12, 1.949
2, 3, '2012-9-01 00:00:00', , 9, 1.902
2, 2, '2012-9-01 00:00:00', , 6, 1.901
2, 1, '2012-9-01 00:00:00', , 3, 1.900
3, 9, '2012-9-01 00:00:00', , 1, 2.047
3, 8, '2012-9-01 00:00:00', , 1, 1.298
3, 7, '2012-9-01 00:00:00', , 1, 0.548
1, 10, '2012-9-01 00:00:00', , 1, 1.899
2, 6, '2012-9-01 00:00:00', , 36, 2.129
2, 5, '2012-9-01 00:00:00', , 24, 2.009
2, 4, '2012-9-01 00:00:00', , 12, 1.949
2, 3, '2012-9-01 00:00:00', , 9, 1.902
2, 2, '2012-9-01 00:00:00', , 6, 1.901
2, 1, '2012-9-01 00:00:00', , 3, 1.900
3, 9, '2012-9-01 00:00:00', , 1, 2.047
3, 8, '2012-9-01 00:00:00', , 1, 1.298
3, 7, '2012-9-01 00:00:00', , 1, 0.548
1, 10, '2012-9-01 00:00:00', , 1, 1.899
2, 6, '2012-9-01 00:00:00', , 36, 2.129
2, 5, '2012-9-01 00:00:00', , 24, 2.009
2, 4, '2012-9-01 00:00:00', , 12, 1.949
2, 3, '2012-9-01 00:00:00', , 9, 1.902
2, 2, '2012-9-01 00:00:00', , 6, 1.901
2, 1, '2012-9-01 00:00:00', , 3, 1.900
3, 9, '2012-9-01 00:00:00', , 1, 2.047
3, 8, '2012-9-01 00:00:00', , 1, 1.298
3, 7, '2012-9-01 00:00:00', , 1, 0.548
1, 10, '2012-10-01 00:00:00', , 1, 1.906
2, 6, '2012-10-01 00:00:00', , 36, 2.136
2, 5, '2012-10-01 00:00:00', , 24, 2.016
2, 4, '2012-10-01 00:00:00', , 12, 1.956
2, 3, '2012-10-01 00:00:00', , 9, 1.909
2, 2, '2012-10-01 00:00:00', , 6, 1.908
2, 1, '2012-10-01 00:00:00', , 3, 1.907
3, 9, '2012-10-01 00:00:00', , 1, 0.494
3, 8, '2012-10-01 00:00:00', , 1, 0.425
3, 7, '2012-10-01 00:00:00', , 1, 0.356
1, 10, '2012-10-01 00:00:00', , 1, 1.906
2, 6, '2012-10-01 00:00:00', , 36, 2.136
2, 5, '2012-10-01 00:00:00', , 24, 2.016
2, 4, '2012-10-01 00:00:00', , 12, 1.956
2, 3, '2012-10-01 00:00:00', , 9, 1.909
2, 2, '2012-10-01 00:00:00', , 6, 1.908
2, 1, '2012-10-01 00:00:00', , 3, 1.907
3, 9, '2012-10-01 00:00:00', , 1, 0.494
3, 8, '2012-10-01 00:00:00', , 1, 0.425
3, 7, '2012-10-01 00:00:00', , 1, 0.356
1, 10, '2012-10-01 00:00:00', , 1, 1.906
2, 6, '2012-10-01 00:00:00', , 36, 2.136
2, 5, '2012-10-01 00:00:00', , 24, 2.016
2, 4, '2012-10-01 00:00:00', , 12, 1.956
2, 3, '2012-10-01 00:00:00', , 9, 1.909
2, 2, '2012-10-01 00:00:00', , 6, 1.908
2, 1, '2012-10-01 00:00:00', , 3, 1.907
3, 9, '2012-10-01 00:00:00', , 1, 0.494
3, 8, '2012-10-01 00:00:00', , 1, 0.425
3, 7, '2012-10-01 00:00:00', , 1, 0.356
